smiles,name,id,atc,atc_name_1,atc_name_2,atc_name_3,atc_name_4,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,PAINS_alert,BRENK_alert,NIH_alert,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CETIRIZINE,CHEMBL1000,R06AE;S01GX,RESPIRATORY SYSTEM;SENSORY ORGANS,ANTIHISTAMINES FOR SYSTEMIC USE;OPHTHALMOLOGICALS,ANTIHISTAMINES FOR SYSTEMIC USE;DECONGESTANTS AND ANTIALLERGICS,Piperazine derivatives;Other antiallergics,388.8950000000002,3.148200000000002,4,1,4.0,0.7038936958101741,1,53.010000000000005,0,1,0,0.02572968,0.7317446,0.7279633,0.012252323,0.057790406,0.09828214,0.031144882,0.15651591,0.5702528,0.2651646,0.00851554,0.25913435,0.26823515,0.105868384,0.91822803,0.003515095,0.023770688,0.0024141795,0.0046339342,0.01662707,0.11488904,0.00803434,0.3538451,0.078391515,0.053863533,0.00080446794,0.0025390857,0.009235682,0.00398531,0.55381024,0.5522189,-5.402419,23.18782,7.311906,0.8110529,-14.7797985,2.5494363,0.7829746,88.21438,-3.1043239,3.7709115
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,PENTAZOCINE,CHEMBL100116,N02AD,NERVOUS SYSTEM,ANALGESICS,OPIOIDS,Benzomorphan derivatives,285.43100000000004,3.8826000000000027,2,1,4.0,0.8335259245753123,3,23.47,0,1,0,0.06720642,0.9574982,0.53145444,0.2109658,0.350885,0.112162635,0.080536485,0.5381553,0.9006934,0.5135671,0.06552307,0.12219445,0.17800239,0.046211276,0.999502,0.002335277,0.0062716147,0.03086471,0.07321064,0.045562394,0.10890417,0.0058137,0.8734743,0.5446578,0.24047962,0.0012467436,0.054812353,0.38408753,0.014644593,0.81481266,0.91454124,-4.69193,87.44771,65.46684,2.7430966,-9.6919155,2.7151513,2.7550256,76.636345,-3.1638842,2.334882
CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,LEVOSALBUTAMOL,CHEMBL1002,,,,,,239.315,1.3059999999999998,4,4,4.0,0.6389509580864461,1,72.72,0,0,0,0.039710887,0.28422254,0.6320747,0.017330414,0.012074907,0.017743424,0.004180793,0.35526088,0.0902013,0.07055471,0.0026410562,0.095377624,0.013087767,0.016510349,0.7924808,0.0032425106,0.029301098,0.009363512,0.004863355,0.017783111,0.07280427,0.00026838266,0.3227537,0.0051200646,0.025295377,0.000539236,0.0014315322,0.014992694,0.0013463034,0.61570203,0.17133954,-5.256131,26.22199,-1.5192817,5.2694197,-15.403015,2.3965297,-0.5638496,17.723055,-0.9788809,1.1872883
O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,CLAVULANATE POTASSIUM,CHEMBL1003,,,,,,199.16199999999998,-1.0956,4,2,4.0,0.5513115228370621,2,87.07000000000001,0,0,1,0.18790284,0.53118104,0.67390543,0.0014401313,0.012550871,0.078403786,0.0055477307,0.0056175278,0.0022834772,0.07765104,0.00017578765,0.18346013,0.10364558,0.6074421,0.39326486,0.008362047,0.028706029,0.0051259645,0.0009699531,0.0093658585,0.08106528,0.0032877277,0.01481274,0.0013089299,0.05003977,0.0056724795,0.003235956,0.00062873744,0.022009712,0.38502872,0.0072316355,-5.4410996,-12.193103,-24.63237,7.843675,-15.652095,2.0026443,-2.179971,35.74491,-0.5289569,-0.91952246
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,DOXYLAMINE,CHEMBL1004,R06AA,RESPIRATORY SYSTEM,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Aminoalkyl ethers,270.37600000000003,2.923300000000001,3,0,4.0,0.8067475103694609,1,25.36,0,0,0,0.06798401,0.95332354,0.92973554,0.027184483,0.05823819,0.23111303,0.010375236,0.5532304,0.28757185,0.5591672,0.053157687,0.126829,0.222192,0.12863716,0.9998965,0.0011430398,0.010959983,0.0046456987,0.005313705,0.0038455601,0.033092577,0.0011176036,0.94863015,0.10521857,0.020192508,0.00027593548,0.0036145009,0.0068326714,0.0012009628,0.5737766,0.7444268,-4.4938974,55.638042,13.959073,9.127699,-9.309912,2.496881,0.6554767,39.937126,-1.379516,2.1089418
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,REMIFENTANIL,CHEMBL1005,N01AH,NERVOUS SYSTEM,ANESTHETICS,"ANESTHETICS, GENERAL",Opioid anesthetics,376.4530000000002,2.0002999999999997,6,0,4.0,0.677733039239407,0,76.15,0,0,0,0.10087045,0.9417995,0.7671916,0.004633671,0.18733379,0.1460484,0.04199005,0.14317843,0.0901315,0.548849,0.14283118,0.104914404,0.19086286,0.19639602,0.99960756,0.008458732,0.021050755,0.0035770987,0.0061300946,0.006641467,0.045048364,0.0041135773,0.8849656,0.09165599,0.060418665,0.0018271584,0.0088478,0.0038531043,0.0063608647,0.52072346,0.49154806,-4.385665,99.50645,76.784256,-12.762524,-11.202295,2.3648696,1.057349,59.66662,-2.362583,-2.9047356
NCCCNCCSP(=O)(O)O,AMIFOSTINE,CHEMBL1006,V03AF,VARIOUS,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,Detoxifying agents for antineoplastic treatment,214.22699999999998,-0.2492999999999997,4,4,4.0,0.3446247204426618,0,95.58,0,2,1,0.09324616,0.40601784,0.29303426,0.00075649424,0.009110784,0.006160225,0.0027900776,0.06348418,0.013481948,0.01910389,0.00016312921,0.34418115,0.008261819,0.00737295,0.10286941,0.008946,0.016531166,0.002802196,0.0018230103,0.012479032,0.05710716,0.00039353018,0.039643496,0.0005181768,0.06590261,0.00042331085,0.0024535996,0.0010597507,0.0024159248,0.7616019,0.024760935,-6.0162406,-1.8122818,-11.558451,4.7548027,-17.574015,2.3589523,-1.163986,10.496755,0.12073231,1.156826
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,BEPRIDIL,CHEMBL1008,C08EA,CARDIOVASCULAR SYSTEM,CALCIUM CHANNEL BLOCKERS,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,Phenylalkylamine derivatives,366.5490000000002,4.830200000000005,3,0,4.0,0.5988605961954666,1,15.71,0,0,0,0.14138308,0.9840676,0.5006847,0.049076967,0.36671415,0.12759659,0.10703925,0.52634984,0.9590812,0.62417144,0.31018013,0.14961895,0.40104955,0.07242836,0.99984914,0.0013680778,0.006285186,0.009660634,0.039602064,0.016958619,0.0718224,0.0035928898,0.91179734,0.9093075,0.20298222,0.00047947178,0.044906605,0.13675408,0.008613106,0.7894196,0.9847779,-4.756625,124.29342,106.800514,25.990274,-7.4827356,2.4421427,3.3443718,91.963936,-4.422756,6.245664
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,LEVODOPA,CHEMBL1009,N04BA,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Dopa and dopa derivatives,197.18999999999997,0.052200000000000135,4,4,4.0,0.5125069246930146,1,103.78000000000002,1,1,0,0.32309198,0.43233204,0.586716,0.023210112,0.0118730385,0.031796664,0.0090727825,0.06703041,0.014833858,0.105054535,0.0052486993,0.15513219,0.12520325,0.11845853,0.60556287,0.014180128,0.04295832,0.08098182,0.0030060648,0.018246043,0.059785586,0.0011273983,0.07844891,0.0022858253,0.044917982,0.007430234,0.004980221,0.0044418653,0.011626614,0.50621015,0.07243718,-6.2250204,13.42659,-4.220032,-15.607809,-20.71243,2.0541472,-1.2731693,38.5716,-1.2111244,-1.6485398
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,PHENYLBUTAZONE,CHEMBL101,M01AA;M02AA,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Butylpyrazolidines;Antiinflammatory preparations, non-steroids for topical use",308.3810000000001,3.7878000000000025,2,0,4.0,0.7885515763199019,0,40.620000000000005,1,1,0,0.23027709,0.8238705,0.8598564,0.24612176,0.59207046,0.42426577,0.50035596,0.081157945,0.010256683,0.5805943,0.14349551,0.15784553,0.040969506,0.92359495,0.9995974,0.011558721,0.03509276,0.10615313,0.062617026,0.04831648,0.2406384,0.15540458,0.877946,0.5143684,0.2806251,0.07672392,0.041531447,0.36398286,0.08898065,0.43141842,0.24506184,-4.4879518,34.677147,19.553467,0.8969698,-8.384474,2.590972,1.4414488,87.23462,-3.7816398,-3.4177918
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,CEFOTAXIME SODIUM,CHEMBL1010,,,,,,455.47400000000016,-0.6224999999999987,11,3,3.0,0.2079442341493163,2,173.51,0,2,1,0.26160803,0.11551962,0.6633547,0.0009651525,0.012383307,0.102258004,0.019467305,0.0038995296,0.0050031063,0.14778925,0.009118827,0.20073748,0.10965826,0.95339453,0.36030352,0.010022638,0.044039104,0.010571504,0.0057188678,0.013272276,0.07822838,0.0066982647,0.017480116,0.014516493,0.12218193,0.015931735,0.008708062,0.0054084184,0.08707232,0.3626271,0.027640194,-5.8152294,11.825988,27.315668,-12.159167,-20.277288,2.1222885,-1.3907241,68.98616,-2.4380367,-0.19559808
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,LORACARBEF ANHYDROUS,CHEMBL1013,,,,,,349.77400000000006,0.7108000000000003,4,3,4.0,0.6928658548844621,3,112.73,0,0,1,0.25298312,0.22851698,0.71653163,0.0047830464,0.019604445,0.1295304,0.02129795,0.01758274,0.012152066,0.17898574,0.011946591,0.17744365,0.18383023,0.71204364,0.50321066,0.035047073,0.08590564,0.013160718,0.00894774,0.024721412,0.1266907,0.016024437,0.041617263,0.020482063,0.07575909,0.021631338,0.011560457,0.0047560087,0.061925016,0.3595926,0.05615717,-5.9124784,-3.0200667,6.1495976,-6.5738955,-17.733297,2.4861097,-0.8305836,60.323334,-1.9358234,-1.8699496
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CANDESARTAN CILEXETIL,CHEMBL1014,,,,,,610.6710000000002,6.319100000000007,10,1,2.0,0.14091024962797447,1,143.33999999999997,0,1,1,0.041354917,0.28680643,0.62228435,0.07538758,0.95923746,0.2430602,0.97377425,0.027600164,0.27330312,0.6716846,0.90073186,0.24121419,0.08918279,0.9767505,0.9998684,0.009074343,0.012523368,0.20512667,0.5826029,0.062535346,0.16741924,0.29983905,0.6988231,0.9764926,0.7471303,0.090870485,0.24152851,0.7491425,0.2640441,0.10790678,0.77027494,-5.167781,99.56499,113.60603,10.733595,-14.303965,2.395974,3.2668655,110.941666,-6.0087433,-9.842294
Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,EVANS BLUE FREE ACID,CHEMBL1015,,,,,,872.8940000000001,6.670040000000006,16,8,0.0,0.04268171932269672,0,359.42,1,3,3,0.5735416,0.06574342,0.30197182,0.07114466,0.04088689,0.023541566,0.15773132,4.968887e-05,0.010419362,0.027757172,0.005211978,0.8930894,0.27349198,0.99943984,0.021481333,0.0004769099,0.019353086,0.2700079,0.0036595531,0.005239151,0.05971987,9.861159e-05,0.00042225062,0.002736529,0.20577058,0.0022024917,0.00024641477,0.053096056,0.030967902,0.42201906,0.07853992,-8.843252,-119.01677,-37.472496,643.0589,-47.630116,1.210438,-6.728598,86.612015,-2.3521152,3.6614196
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,TELMISARTAN,CHEMBL1017,C09CA,CARDIOVASCULAR SYSTEM,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","Angiotensin II receptor blockers (ARBs), plain",514.6290000000004,7.2644200000000065,3,1,2.0,0.243238592025165,0,72.94,0,0,0,0.14605376,0.23729256,0.8694067,0.06338878,0.41756445,0.4560418,0.64645994,0.087959364,0.059171207,0.659589,0.41420645,0.35188398,0.25626093,0.9758967,0.9951743,0.030335765,0.049515523,0.26849467,0.28509727,0.07005654,0.19845846,0.37922588,0.61770123,0.95410746,0.57863635,0.14940402,0.102165505,0.64459366,0.37508053,0.19063981,0.75476354,-5.2059574,29.215454,34.97831,50.896347,-13.804407,2.7967846,2.5569305,102.42969,-5.1292067,-7.598671
C/C=C(/C(=C/C)c1ccc(O)cc1)c1ccc(O)cc1,DIENESTROL,CHEMBL1018,G03CB;G03CC,GENITO URINARY SYSTEM AND SEX HORMONES,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,ESTROGENS,"Synthetic estrogens, plain;Estrogens, combinations with other drugs",266.34,4.604600000000004,2,2,4.0,0.7966718656376947,0,40.46,0,1,0,0.13973668,0.09591369,0.45725384,0.92134917,0.7140292,0.111739755,0.7022766,0.02474072,0.35788494,0.42236346,0.5416098,0.10510963,0.013218457,0.47369128,0.9997139,0.10595743,0.065970495,0.18575685,0.26401153,0.8701617,0.82579154,0.16243327,0.825966,0.11579053,0.8917686,0.22784153,0.72494453,0.95121896,0.6457699,0.93084097,0.25532985,-4.906541,152.61407,119.607285,-14.014331,-11.071224,1.6876354,3.5550904,96.29238,-4.3548865,0.14970069
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,TOLMETIN,CHEMBL1020,M02AA;M01AB,MUSCULO-SKELETAL SYSTEM,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN;ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN;ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Antiinflammatory preparations, non-steroids for topical use;Acetic acid derivatives and related substances",257.289,2.1916200000000003,2,1,4.0,0.8540302270880286,0,59.300000000000004,0,0,0,0.1723932,0.51422465,0.93131083,0.06889892,0.12554434,0.5233337,0.14062941,0.0727662,0.0115007525,0.37921205,0.021294262,0.351319,0.097689375,0.9126366,0.9791692,0.01705291,0.04272064,0.0454019,0.023448203,0.027854782,0.11832925,0.12634142,0.5301453,0.09920657,0.11589347,0.029720306,0.0158036,0.058454633,0.0547616,0.40927285,0.10801904,-4.805561,18.205101,-1.1043129,-2.905138,-11.804864,2.4446661,0.02494793,87.96092,-3.2282746,-2.5216537
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,NEPAFENAC,CHEMBL1021,S01BC,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"Antiinflammatory agents, non-steroids",254.289,1.5276,3,2,4.0,0.6404218695353087,0,86.18,1,1,0,0.28376883,0.90246594,0.9299496,0.4418581,0.29386884,0.40211964,0.18581848,0.1977952,0.03485109,0.50566244,0.11315127,0.16867828,0.11298225,0.7605362,0.9997142,0.023564128,0.054432154,0.14624807,0.025534555,0.02254996,0.16664794,0.022535156,0.9023749,0.123909,0.09079111,0.029579297,0.016054621,0.06898679,0.029810246,0.4966916,0.25154606,-4.576547,41.24006,7.6508455,1.4976343,-12.502091,2.1880383,1.2976209,71.43554,-3.1153996,-2.8609188
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,BEXAROTENE,CHEMBL1023,L01XF,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,OTHER ANTINEOPLASTIC AGENTS,Retinoids for cancer treatment,348.48600000000016,6.103720000000005,1,1,3.0,0.7270145310201616,0,37.3,0,0,0,0.07582649,0.26066214,0.7488438,0.09547554,0.15969327,0.32086772,0.17626044,0.10071544,0.034785748,0.70993835,0.050232124,0.24377763,0.04217104,0.6769894,0.99458,0.0125305625,0.011247146,0.031963285,0.20085268,0.2676432,0.29784793,0.47826815,0.69159365,0.61689293,0.52469504,0.045267936,0.2927835,0.805816,0.33689266,0.5994813,0.46694517,-4.746283,59.144684,64.00964,22.224024,-8.843013,2.9736605,3.1721327,107.215355,-6.185707,-4.5675077
O=P1(NCCCl)OCCCN1CCCl,IFOSFAMIDE,CHEMBL1024,L01AA,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ALKYLATING AGENTS,Nitrogen mustard analogues,261.08899999999994,1.884,2,1,4.0,0.605720669080109,1,41.57,0,2,2,0.9928759,0.9826845,0.9162939,0.097990416,0.0392995,0.17120467,0.0021632018,0.2702178,0.020581366,0.6459067,0.009496023,0.51313895,0.23761964,0.39235407,0.99943006,0.023880547,0.009008521,0.029178217,0.0047068754,0.007688211,0.08492617,0.0044484874,0.9306938,0.0045695663,0.14654306,0.03029626,0.028641772,0.0027876082,0.07423853,0.9129898,0.22274141,-4.74743,18.56467,12.189695,6.286528,-8.715985,3.3249023,0.14939027,22.307055,-0.54107106,0.11223707
CC(C)OP(=O)(F)OC(C)C,ISOFLUROPHATE,CHEMBL1025,S01EB,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Parasympathomimetics,184.147,2.9140000000000015,3,0,4.0,0.6298693189390489,0,35.53,0,1,1,0.18192643,0.988155,0.94461364,0.49951228,0.49606696,0.20185769,0.047626816,0.28779298,0.007979081,0.5115329,0.006172607,0.11456897,0.0117567135,0.39042902,0.9999968,0.0006733585,0.006175345,0.014864212,0.009345183,0.004035284,0.062218804,0.0022864954,0.9951291,0.009677367,0.020232856,0.0027044641,0.005365877,0.01556807,0.0011578979,0.60575247,0.08104089,-4.403469,-2.2435594,11.34693,18.545328,-5.6336465,4.485407,1.1605275,25.403576,-0.35626283,0.04153528
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,FENOLDOPAM MESYLATE,CHEMBL1026,,,,,,305.76099999999997,2.734400000000001,4,4,4.0,0.6113669325066001,1,72.72,1,1,0,0.29980588,0.26075748,0.51569796,0.2590329,0.12066881,0.043325435,0.07707377,0.06916949,0.29439062,0.21071419,0.101465605,0.07197763,0.13854639,0.17080233,0.96363753,0.031279065,0.05760206,0.25707725,0.069644704,0.17738366,0.2496176,0.01088275,0.2529742,0.030364454,0.28742763,0.049002975,0.052805364,0.2700048,0.101399876,0.6440429,0.3376151,-5.627767,34.744675,7.7062426,-16.566685,-18.179113,2.5062146,0.6573628,68.870224,-2.1200066,3.812622
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,TIAGABINE,CHEMBL1027,N03AG,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Fatty acid derivatives,375.5590000000001,5.044840000000004,4,1,3.0,0.7683688060325686,1,40.540000000000006,0,0,0,0.3880631,0.8664799,0.71287274,0.6793838,0.2584821,0.3006721,0.13942698,0.48349208,0.7415354,0.69803214,0.33965343,0.3303748,0.38440186,0.30376145,0.9771838,0.07392803,0.027907958,0.12956332,0.116987444,0.062445484,0.12617393,0.14781809,0.83623683,0.3421439,0.35228324,0.0530669,0.15313119,0.16964343,0.1970454,0.7683497,0.81972486,-4.802988,33.583843,20.732805,-7.9648805,-11.58678,3.0172546,1.705313,93.84068,-4.031192,-0.43223304
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,MIGLUSTAT,CHEMBL1029,A16AX,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,219.28099999999998,-1.4542999999999995,5,4,4.0,0.4645740538240355,4,84.16000000000001,0,0,0,0.053964656,0.33439797,0.46308678,0.0026453573,0.0052241157,0.0065507493,0.0014162156,0.22841854,0.033542685,0.048005022,0.00068116636,0.020436341,0.007500974,0.009903592,0.41304427,0.0046189744,0.04828454,0.0031797583,0.0017292297,0.009648871,0.091794856,0.00016552178,0.12535353,0.0062902807,0.014879319,0.00039013562,0.00047630235,0.002101623,0.0010594248,0.6340458,0.09508704,-5.257534,26.684097,-15.859369,18.785467,-16.970974,1.76135,-0.48833042,12.520127,-0.6469327,2.9374788
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,PROGESTERONE,CHEMBL103,G03DA,GENITO URINARY SYSTEM AND SEX HORMONES,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,PROGESTOGENS,Pregnen (4) derivatives,314.46900000000005,4.723500000000005,2,0,4.0,0.7013194281770768,6,34.14,0,0,0,0.118503824,0.7910086,0.7959944,0.05981032,0.23084939,0.1564059,0.121638104,0.1758878,0.01381495,0.7403035,0.074958615,0.017217513,0.04103004,0.084915936,0.9999954,0.58420974,0.76317066,0.005040377,0.07968415,0.41433683,0.70466214,0.0065123425,0.98732865,0.18729612,0.36763102,0.007852998,0.033130392,0.12320522,0.04063323,0.5979532,0.23154712,-4.508691,112.11786,73.3177,1.1145008,-7.1949906,1.6066189,3.3447165,93.50256,-4.7796774,-0.54270464
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DICLOFENAC SODIUM,CHEMBL1034,,,,,,296.153,4.364100000000001,2,2,4.0,0.8807285394160607,0,49.33,0,0,0,0.06374003,0.45323387,0.8908802,0.30389136,0.33648285,0.51526177,0.36726204,0.07740866,0.052857768,0.41512957,0.044758905,0.38237518,0.08692614,0.8766505,0.987224,0.013635591,0.027005127,0.11606433,0.050244857,0.07056104,0.15785998,0.31597367,0.626938,0.14821883,0.26778826,0.038843974,0.049444295,0.30481786,0.12910071,0.4517396,0.17694806,-4.606462,22.028372,0.5835621,13.838542,-10.734613,2.8544505,1.2686589,94.82099,-3.9137313,-1.0861357
N=C(N)NCC1COC2(CCCCC2)O1,GUANADREL,CHEMBL1037,,,,,,213.28099999999992,0.5452699999999997,3,3,4.0,0.46190306091295014,1,80.36000000000001,0,2,0,0.48055774,0.546581,0.68359,0.008669006,0.012803433,0.020426502,0.001724633,0.27223644,0.05129819,0.11200981,0.002443578,0.21373633,0.023348361,0.03858965,0.8218986,0.011599427,0.029371211,0.011541088,0.007821975,0.01598356,0.095439024,0.0006933784,0.41166934,0.0033589057,0.062420744,0.0029128767,0.005273007,0.00899068,0.007837977,0.773528,0.16483927,-6.1056504,9.378985,1.3323246,-15.129187,-19.55376,2.2403653,-0.81292135,13.21803,-0.91475546,-1.4934945
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,CLOTRIMAZOLE,CHEMBL104,A01AB;G01AF;D01AC,ALIMENTARY TRACT AND METABOLISM;GENITO URINARY SYSTEM AND SEX HORMONES;DERMATOLOGICALS,STOMATOLOGICAL PREPARATIONS;GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS;ANTIFUNGALS FOR DERMATOLOGICAL USE,"STOMATOLOGICAL PREPARATIONS;ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS;ANTIFUNGALS FOR TOPICAL USE",Antiinfectives and antiseptics for local oral treatment;Imidazole derivatives;Imidazole and triazole derivatives,344.845,5.376700000000004,1,0,3.0,0.45454498474207145,0,17.82,0,1,0,0.2369769,0.5846357,0.5577952,0.4544119,0.9580742,0.11785288,0.9514143,0.04032843,0.6881138,0.61638516,0.987724,0.111044206,0.057653032,0.68289626,0.99998903,0.019540135,0.021402156,0.1987721,0.55462056,0.1725212,0.26797524,0.08304459,0.84068453,0.7873653,0.63962966,0.0578175,0.47259498,0.7993661,0.266336,0.45662767,0.8442995,-4.88772,100.548256,94.46315,79.830635,-7.0723734,2.6147819,4.368025,102.590256,-6.8442893,3.3061843
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,CALCIFEDIOL ANHYDROUS,CHEMBL1040,,,,,,400.6470000000002,6.733900000000008,2,2,3.0,0.5184686039927527,5,40.46,0,0,0,0.28649083,0.83297193,0.5573667,0.02389061,0.05883227,0.120962575,0.088790506,0.36887094,0.14566454,0.7836824,0.38132566,0.059021704,0.11031719,0.07719391,0.99901545,0.050490804,0.035577115,0.013027507,0.11396217,0.19103834,0.17868118,0.06240061,0.9306927,0.5912148,0.5647756,0.016341632,0.31424698,0.45764527,0.115002766,0.76101696,0.77162355,-4.8066096,44.17469,60.113934,50.512886,-10.159624,3.5438068,4.039201,100.411354,-5.6745973,8.238556
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CHOLECALCIFEROL,CHEMBL1042,A11CC,ALIMENTARY TRACT AND METABOLISM,VITAMINS,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",Vitamin D and analogues,384.6480000000002,7.619000000000008,1,1,3.0,0.49910402699484807,5,20.23,0,0,0,0.24540894,0.9152973,0.5224571,0.04625832,0.07052794,0.11176982,0.08135463,0.31994763,0.12871774,0.7732539,0.40610272,0.057643343,0.07398216,0.074830115,0.9999443,0.03112955,0.031368274,0.009176161,0.08633552,0.18534373,0.1923947,0.033232756,0.9487594,0.66634285,0.54642665,0.008036138,0.3140393,0.41356295,0.08554213,0.8015939,0.77021015,-4.9170732,67.20587,93.8251,69.49551,-7.4750376,3.4205794,4.597634,105.602005,-6.412781,10.155252
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,DAPSONE,CHEMBL1043,J04BA;D10AX,ANTIINFECTIVES FOR SYSTEMIC USE;DERMATOLOGICALS,ANTIMYCOBACTERIALS;ANTI-ACNE PREPARATIONS,DRUGS FOR TREATMENT OF LEPRA;ANTI-ACNE PREPARATIONS FOR TOPICAL USE,Drugs for treatment of lepra;Other anti-acne preparations for topical use,248.30700000000002,1.6838000000000002,4,2,4.0,0.7916266736810947,0,86.18,0,1,0,0.14930674,0.59428537,0.92969334,0.09905898,0.18289275,0.3156152,0.15537989,0.1078258,0.03389451,0.39231053,0.23755261,0.16508707,0.08277514,0.8335041,0.9996071,0.010873347,0.042719096,0.06319333,0.028074125,0.013110673,0.106692635,0.0027379808,0.7156632,0.0692136,0.05667268,0.0067573986,0.007187062,0.073759384,0.014720088,0.29028267,0.20933661,-4.7905807,35.058388,6.0094614,25.181074,-14.027086,2.076633,1.2575073,77.362175,-3.609822,2.8045723
