smiles,name,id,atc,atc_name_1,atc_name_2,atc_name_3,atc_name_4,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,PAINS_alert,BRENK_alert,NIH_alert,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NIFEDIPINE,CHEMBL193,C08CA,CARDIOVASCULAR SYSTEM,CALCIUM CHANNEL BLOCKERS,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,Dihydropyridine derivatives,346.33900000000006,2.1756,7,1,4.0,0.5055052971214055,0,107.77000000000001,0,2,0,0.21004534,0.7171172,0.5809857,0.6262089,0.959552,0.12490533,0.89932954,0.053011935,0.1709768,0.6896048,0.84099406,0.088580206,0.014149077,0.869079,0.99998295,0.014571281,0.014210624,0.1785168,0.26075572,0.04736565,0.110916294,0.038869966,0.96399164,0.37666392,0.45650214,0.039143793,0.13481757,0.61572474,0.07007806,0.64942545,0.24726744,-4.359923,102.35458,106.92953,-5.384691,-10.028084,2.589826,2.6215339,95.87877,-4.623985,-0.8947147
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,ROFLUMILAST,CHEMBL193240,R03DX;D05AX,RESPIRATORY SYSTEM;DERMATOLOGICALS,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES;ANTIPSORIATICS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES;ANTIPSORIATICS FOR TOPICAL USE,Other systemic drugs for obstructive airway diseases;Other antipsoriatics for topical use,403.21200000000016,5.030900000000003,4,1,3.0,0.7046383457729449,0,60.45,0,0,0,0.07945457,0.71539557,0.8168167,0.76521623,0.7935569,0.24880818,0.8117731,0.15332158,0.20133872,0.6324161,0.76136875,0.106383875,0.12774488,0.93064165,0.99992096,0.017856019,0.061451126,0.49429876,0.3713314,0.04801766,0.18042585,0.051563352,0.9255662,0.72670746,0.47445035,0.119986676,0.10597932,0.5078576,0.19534983,0.21146634,0.617367,-4.7808433,79.50369,78.14146,83.38157,-8.536693,2.5806732,3.7507172,98.68,-5.886617,7.32081
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,ESTRIOL,CHEMBL193482,G03CA;G03CC,GENITO URINARY SYSTEM AND SEX HORMONES,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,ESTROGENS,"Natural and semisynthetic estrogens, plain;Estrogens, combinations with other drugs",288.38699999999994,2.5800000000000005,3,3,4.0,0.687428138033629,6,60.69,0,0,0,0.16058043,0.27066097,0.74045074,0.05988747,0.09752672,0.19688049,0.054613233,0.18894899,0.039217837,0.6362503,0.018166607,0.0097661065,0.099953085,0.11094423,0.99956644,0.49497598,0.5557006,0.02379442,0.123989895,0.694277,0.7934255,0.028386632,0.8439616,0.119928285,0.3069938,0.02688554,0.050528757,0.35759565,0.12954666,0.60562134,0.32525897,-5.0012636,86.94694,45.718098,3.3786387,-13.643808,1.8697485,2.8289864,86.65431,-3.6036735,3.3548737
C[C@@H](N)Cc1ccccc1,LEVAMFETAMINE,CHEMBL19393,,,,,,135.20999999999998,1.5763,1,1,4.0,0.6542162175383444,1,26.02,0,0,0,0.10310797,0.9765111,0.9088458,0.22092056,0.043072753,0.13143829,0.0034353181,0.5653989,0.3935533,0.22581926,0.0058117183,0.18153319,0.06308426,0.04827376,0.99982566,0.0012139796,0.0117477495,0.0067047947,0.0030337272,0.0019930336,0.031865273,0.00044066235,0.9383181,0.01192722,0.010218136,0.00025415735,0.003538839,0.0027911437,0.00073442946,0.733951,0.37630445,-4.547739,11.399664,-25.244184,-0.060526084,-7.6708612,3.0139036,-0.21884649,21.978062,-0.43947354,-1.6273369
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,IBUDILAST,CHEMBL19449,R03DC,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Leukotriene receptor antagonists,230.311,3.296400000000002,2,0,4.0,0.7581170106168678,0,34.370000000000005,0,0,0,0.10844578,0.94729555,0.84367913,0.9296638,0.9304592,0.17413512,0.5986848,0.26931116,0.24579076,0.5773186,0.41649634,0.081453584,0.042138826,0.5985743,0.99999774,0.0015961615,0.014592824,0.26204795,0.111592785,0.017726982,0.111443475,0.006971301,0.9831443,0.20428494,0.09866226,0.011921101,0.038443964,0.15837637,0.00911501,0.4728242,0.48019916,-4.3274403,122.3859,94.86235,15.053943,-5.6220727,2.153309,2.7117844,78.73055,-3.4424844,2.0550482
COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF,IOFLUPANE,CHEMBL1945778,,,,,,431.2890000000002,3.7603000000000026,3,0,4.0,0.5255457705047858,4,29.54,0,1,0,0.19455414,0.9834158,0.84650934,0.31926614,0.11425159,0.19243169,0.026280696,0.7171111,0.7989903,0.577745,0.103381276,0.09950059,0.44441533,0.11994888,0.9998935,0.0038412758,0.03015845,0.041421726,0.011897119,0.0058442517,0.058078833,0.0025671746,0.9521648,0.32743463,0.04945574,0.0016564887,0.0075582103,0.025808524,0.007406307,0.6754793,0.8717068,-4.5907125,13.243564,-9.139107,75.17103,-10.374061,3.2034888,2.4068806,84.75183,-3.7641087,16.010273
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,REGORAFENIB,CHEMBL1946170,L01EX,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,PROTEIN KINASE INHIBITORS,Other protein kinase inhibitors,482.82100000000014,5.688800000000002,4,3,3.0,0.40735964520341955,0,92.35000000000001,0,0,0,0.12905969,0.32623413,0.92091197,0.37660304,0.46096817,0.3727139,0.57213163,0.08838581,0.05647459,0.5991042,0.35735095,0.25014555,0.12449362,0.9894193,0.99898607,0.013701143,0.042187132,0.4721717,0.23722434,0.042243008,0.17937228,0.10112399,0.8498847,0.79503167,0.5282749,0.119682625,0.054522377,0.7171858,0.30073446,0.19556658,0.55127853,-4.886552,17.745396,19.870407,108.6489,-14.856775,2.9911091,3.9573464,98.93345,-5.9395127,7.6025743
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,ZOMEPIRAC,CHEMBL19490,M01AB,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances,291.73400000000004,2.8450200000000017,2,1,4.0,0.8813012171505193,0,59.3,0,0,0,0.092021406,0.49151954,0.93145245,0.112552084,0.18282653,0.5426048,0.21659017,0.07460716,0.022121973,0.42190582,0.030213589,0.38627934,0.09675215,0.91348755,0.9837471,0.013808243,0.033557273,0.05320376,0.030604025,0.028843593,0.10834678,0.17588899,0.58296,0.12855534,0.13920276,0.02424898,0.017835427,0.094921015,0.06725214,0.39668646,0.14747193,-4.640692,10.626711,-3.989479,28.697718,-11.698961,2.9893348,0.85239923,93.63207,-3.9306698,-0.4139432
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,DIHYDROSTREPTOMYCIN,CHEMBL1950576,S01AA,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFECTIVES,Antibiotics,583.5960000000005,-7.948360000000005,15,15,1.0,0.08841059019741007,15,334.5900000000001,0,2,1,0.4051427,0.020001298,0.00411194,1.0435881e-05,0.04085329,2.5166088e-07,0.0005107653,0.0014368964,0.0052328343,0.0019001681,0.00028031756,0.00011908713,0.0027694642,0.00038557764,1.6112028e-05,0.008180875,0.12511443,0.00034149812,0.0037958391,0.06640297,0.31493264,2.1313322e-06,5.5154225e-05,3.0996674e-05,0.023965916,0.0023492144,9.9874105e-06,0.0009309769,0.0019625209,0.41417512,0.14688657,-9.683548,-15.475088,43.546295,-2.4556499,-61.049736,1.5452093,-3.563725,-51.0902,-0.81437474,-2.0721607
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12,ERAVACYCLINE,CHEMBL1951095,J01AA,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,TETRACYCLINES,Tetracyclines,558.5630000000002,0.29400000000000115,10,6,2.0,0.21610433599038925,4,193.73,0,2,0,0.39406657,0.119936705,0.83457434,0.004455966,0.009246628,0.021849304,0.008907894,0.0071164565,0.00656586,0.15958539,0.0044265273,0.051656567,0.30198723,0.83816415,0.616207,0.0124164075,0.06994826,0.016440064,0.0032492403,0.010394843,0.080885366,0.0016518254,0.023233313,0.008321548,0.01988523,0.014728579,0.0005348762,0.006002929,0.046837926,0.20192678,0.13362305,-5.7210684,-7.6736703,12.153763,20.115858,-23.716236,2.8357406,0.029479504,61.542744,-3.182481,4.4965134
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,ASCORBIC ACID,CHEMBL196,G01AD;A11GA;S01XA,GENITO URINARY SYSTEM AND SEX HORMONES;ALIMENTARY TRACT AND METABOLISM;SENSORY ORGANS,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS;VITAMINS;OPHTHALMOLOGICALS,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS;ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS;OTHER OPHTHALMOLOGICALS","Organic acids;Ascorbic acid (vitamin C), plain;Other ophthalmologicals",176.124,-1.4073999999999995,6,4,4.0,0.3850054008235984,2,107.22000000000001,0,0,0,0.13895267,0.69016266,0.69933856,0.00727054,0.010250201,0.081873916,0.004608986,0.04402401,0.010526633,0.1239257,0.0009414675,0.14819828,0.10432287,0.19647434,0.75968736,0.01337179,0.02304762,0.01453515,0.0023646045,0.012848005,0.051341154,0.0025014807,0.10761635,0.0029371907,0.048431925,0.0028376053,0.0059219636,0.0021103502,0.013285456,0.3996603,0.034307204,-5.7038717,6.3810244,-27.210205,2.3677406,-18.576313,1.4139159,-2.2352765,23.389675,0.24971652,2.0068536
COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,AVANAFIL,CHEMBL1963681,G04BE,GENITO URINARY SYSTEM AND SEX HORMONES,UROLOGICALS,UROLOGICALS,Drugs used in erectile dysfunction,483.96000000000015,2.4318,9,3,4.0,0.42031663549016557,1,125.39000000000001,0,0,0,0.024613308,0.61873066,0.9384376,0.31415588,0.51628214,0.25588277,0.49776068,0.11091541,0.123394035,0.73937213,0.8950264,0.1949494,0.2717293,0.96141213,0.9999739,0.0011787548,0.0076479884,0.21040308,0.0759906,0.0023749066,0.024373,0.0010957976,0.90604603,0.17822596,0.12346661,0.00873081,0.009305285,0.0180715,0.0143474955,0.046315465,0.83026993,-5.401209,61.81843,67.470474,20.88769,-18.614697,2.3291798,3.1229842,94.024475,-4.4782095,5.1317987
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,TAFLUPROST,CHEMBL1963683,S01EE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Prostaglandin analogues,452.5380000000002,4.683000000000005,5,2,4.0,0.27355362246666154,4,75.99000000000001,0,2,0,0.28847367,0.8730351,0.6725941,0.055802725,0.21818104,0.17063709,0.1400534,0.23855433,0.12610169,0.7818073,0.6727809,0.054485727,0.09922312,0.20896557,0.9998929,0.041261554,0.07283487,0.028028596,0.14456083,0.09694666,0.17256385,0.055685796,0.93341035,0.77869815,0.446026,0.020831276,0.16145085,0.449749,0.11143118,0.53656584,0.7637094,-4.7256274,77.81053,73.53145,12.303462,-12.111678,3.0722718,3.6802971,95.9157,-4.6479187,3.730706
C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,TROFINETIDE,CHEMBL197084,N07XX,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs,315.3260000000001,-1.2395999999999974,5,4,4.0,0.45858644718516034,2,150.03,0,0,0,0.29948798,0.27145848,0.43643665,4.7963833e-05,0.002394099,0.011215387,0.0007583645,0.003382358,0.0019928704,0.035494987,0.000104064835,0.11223302,0.07822621,0.13763475,0.059163712,0.0146549065,0.05036224,0.00053398026,0.00023048122,0.0094407,0.12530954,0.00030153224,0.0030914906,0.00036436674,0.018737193,0.0024711103,0.0010482965,4.011061e-05,0.009321911,0.54410833,0.005281006,-6.4256806,-31.11597,-21.605728,6.6553245,-22.799849,2.1177247,-3.6658502,17.14198,-0.48562592,-1.8122797
CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,STREPTOZOCIN,CHEMBL1977579,L01AD,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ALKYLATING AGENTS,Nitrosoureas,265.222,-3.048299999999999,8,5,4.0,0.18553336430705383,4,159.76,0,3,2,0.9169111,0.773682,0.58915865,0.0021985397,0.0162117,0.023391936,0.0012484763,0.024685193,0.017708477,0.22306749,0.001673199,0.20035943,0.09819261,0.21173725,0.38510537,0.039295174,0.018492918,0.007384345,0.0022795466,0.017608974,0.09710368,0.0029588747,0.07937746,0.0017189186,0.122271344,0.02132424,0.007851117,0.0019421997,0.088209204,0.811063,0.056960754,-6.0533805,-13.834131,-0.5011349,-2.0303917,-23.447094,2.729173,-0.7464497,27.364923,-1.0333179,-4.179446
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,ENTRECTINIB,CHEMBL1983268,L01EX,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,PROTEIN KINASE INHIBITORS,Other protein kinase inhibitors,560.6490000000001,5.026900000000005,6,3,2.0,0.2942436042587454,0,85.52,0,0,0,0.23928335,0.6070953,0.863711,0.0070526167,0.27507144,0.20015502,0.33371368,0.18100141,0.105054274,0.83569527,0.78968143,0.07148187,0.71976405,0.9311603,0.9993671,0.025184631,0.04202798,0.20050895,0.15071982,0.019730672,0.06699337,0.030870542,0.823194,0.96547854,0.424398,0.080736,0.027564282,0.34397227,0.16558203,0.07730247,0.97319573,-5.105765,8.002329,24.754532,140.64993,-18.40561,3.0284624,3.9310622,98.40486,-5.7750654,19.91772
CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,STIRIPENTOL,CHEMBL1983350,N03AX,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Other antiepileptics,234.29499999999996,2.8355000000000015,3,1,4.0,0.8547782410682304,1,38.69,0,0,0,0.25914654,0.831974,0.84830344,0.82802707,0.61171675,0.1678596,0.24940142,0.39089102,0.579325,0.5611693,0.36437196,0.115281604,0.16628551,0.3324266,0.9997792,0.013113221,0.017690357,0.3336733,0.187704,0.06846058,0.13054208,0.019700473,0.9457644,0.18676662,0.29673082,0.028145442,0.1268374,0.35926408,0.07201056,0.6431951,0.65693486,-4.3235993,111.76802,73.57428,14.370313,-7.3801675,2.023232,2.6645653,83.21411,-3.5907974,2.1509392
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,RIVAROXABAN,CHEMBL198362,B01AF,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Direct factor Xa inhibitors,435.8890000000001,2.5199000000000007,6,1,4.0,0.7792136827945354,1,88.18,0,0,0,0.3828459,0.6656785,0.846913,0.14892739,0.30835015,0.32935548,0.28664637,0.0746994,0.034020543,0.5283419,0.202319,0.28438556,0.08501117,0.9664796,0.99233305,0.028713435,0.03550939,0.103941955,0.07972251,0.02158691,0.11381118,0.07937526,0.7280996,0.23802812,0.35248327,0.06783471,0.04196889,0.11367335,0.1602762,0.39500743,0.23642783,-4.679275,45.115784,38.231106,15.990458,-14.137126,2.8346963,2.1958704,86.00673,-4.0858636,0.64346224
C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1,PIFOXIME,CHEMBL1998966,,,,,,276.3359999999999,2.2761000000000005,4,1,4.0,0.5211100669428534,0,62.13000000000001,0,3,1,0.3969879,0.8695324,0.90609324,0.38411248,0.36750963,0.33823484,0.18512186,0.2745751,0.06834888,0.65310675,0.15682867,0.13307853,0.20696402,0.6488279,0.9990314,0.025666978,0.042482637,0.19157846,0.061720826,0.04657152,0.189296,0.06573239,0.9217585,0.22152793,0.20993891,0.08020849,0.04269459,0.14962313,0.08581655,0.52016187,0.4309484,-4.648729,63.578106,32.897198,-14.981183,-11.262898,2.0034127,0.7407441,64.351,-2.485376,-1.707948
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,BELUMOSUDIL,CHEMBL2005186,L04AA,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Selective immunosuppressants,452.51800000000014,4.820100000000003,6,3,4.0,0.32700640037012135,0,104.82,0,0,0,0.5366879,0.3864829,0.8663284,0.9634606,0.6885889,0.077200845,0.34586978,0.054768275,0.46619326,0.5503622,0.96949005,0.12786382,0.34800968,0.99083346,0.9999693,0.04312707,0.060721807,0.986863,0.7583077,0.12952144,0.47420684,0.041420255,0.8877875,0.73325074,0.8430749,0.67461944,0.22879818,0.7766739,0.49217758,0.1751108,0.92991704,-5.275499,47.45318,55.735725,91.00956,-17.445734,2.2335303,3.6255462,101.66532,-5.6463447,4.4343057
O=[Se](O)O,SELENIOUS ACID,CHEMBL2009089,,,,,,128.97299999999998,-1.6136000000000001,1,2,4.0,0.3864837602938469,0,57.53,0,1,1,0.920385,0.81961715,0.4330883,0.14523728,0.09466611,0.042716227,0.039008908,0.025289774,0.04688863,0.2673046,0.0063680457,0.5922538,0.24068713,0.32161456,0.6099705,0.12984511,0.010511798,0.11814082,0.019422008,0.09946984,0.08128126,0.07773309,0.22958493,0.0037130206,0.8144573,0.1623255,0.22456267,0.114145696,0.3204826,0.9012022,0.07781941,-5.393362,6.5887213,-24.253141,13.195337,-13.705191,1.5140263,-1.4017124,35.484825,-0.45195445,1.0611395
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,IVACAFTOR,CHEMBL2010601,R07AX,RESPIRATORY SYSTEM,OTHER RESPIRATORY SYSTEM PRODUCTS,OTHER RESPIRATORY SYSTEM PRODUCTS,Other respiratory system products,392.49900000000014,5.081000000000005,3,3,3.0,0.5686031632470885,0,82.19,0,0,0,0.055200644,0.28992397,0.76851666,0.48252887,0.82634115,0.19032542,0.76071924,0.06662885,0.059623696,0.659812,0.23907128,0.14364278,0.04236296,0.9177515,0.9999221,0.00714066,0.012779196,0.4953196,0.38179827,0.25898203,0.50660497,0.14748701,0.86940795,0.9257301,0.63571024,0.107546404,0.25779742,0.9588604,0.33922234,0.3149767,0.65556484,-4.9935074,109.7209,132.83488,61.662495,-11.956533,2.4978004,4.631396,107.817444,-6.9333906,3.947741
OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,IPRAGLIFLOZIN,CHEMBL2018096,A10BK,ALIMENTARY TRACT AND METABOLISM,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Sodium-glucose co-transporter 2 (SGLT2) inhibitors,404.459,2.1461,6,4,4.0,0.5350799042727957,5,90.15,0,0,0,0.6387278,0.50801915,0.734539,0.092245,0.22442944,0.14862373,0.07709646,0.17500563,0.122743346,0.6229993,0.09663142,0.15987226,0.2850391,0.6047315,0.9040822,0.091543406,0.046865027,0.124885775,0.22357035,0.10696039,0.1809974,0.25464225,0.47450146,0.41771993,0.39301214,0.16751388,0.09594002,0.39168996,0.28958476,0.46182537,0.6539222,-5.178704,21.036423,11.557463,33.376526,-17.781027,3.349647,3.0126903,96.24397,-4.230723,4.458969
CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,PYROVALERONE,CHEMBL201960,,,,,,245.36599999999993,3.4422200000000025,2,0,4.0,0.7405963972648976,1,20.310000000000002,0,0,0,0.08792656,0.9907479,0.7206904,0.5925589,0.7874983,0.14533573,0.32791248,0.3934514,0.55994606,0.6336784,0.38542098,0.0659472,0.13144183,0.18216851,0.99999654,0.0019406285,0.01513304,0.04659419,0.03862018,0.0109409485,0.0708505,0.004179585,0.98303634,0.36644956,0.073445015,0.0023213893,0.024686586,0.07986042,0.0046806308,0.6253295,0.7928738,-4.4289017,100.77114,71.847755,14.967343,-6.413245,2.4939137,2.6127963,76.36713,-3.3733242,2.4151657
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,DACLATASVIR,CHEMBL2023898,J05AP,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIVIRALS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,Antivirals for treatment of HCV infections,738.8900000000001,6.222000000000006,8,4,2.0,0.14029818549104897,4,174.63999999999996,0,0,0,0.2374831,0.11567809,0.7929443,0.03537166,0.338054,0.18044865,0.75212944,0.05785061,0.052362226,0.7774726,0.97678983,0.09863097,0.4630143,0.97566,0.99904096,0.024966497,0.0428871,0.29103574,0.29937598,0.022091467,0.052349795,0.051172785,0.59503865,0.8766309,0.486652,0.15536392,0.057215005,0.26672006,0.25266775,0.046362825,0.9049381,-5.7797813,16.436357,67.3037,49.108063,-24.63663,3.1036978,3.4016724,101.5145,-4.980935,0.083963916
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,CARIPRAZINE HYDROCHLORIDE,CHEMBL2024517,,,,,,427.4200000000002,4.335500000000003,3,1,4.0,0.7602495439352746,0,38.82000000000001,0,0,0,0.28625578,0.95195246,0.7048694,0.18610826,0.15315172,0.14524469,0.049131453,0.67783266,0.793708,0.6836943,0.3748958,0.09483598,0.5972971,0.2054466,0.998207,0.015231366,0.03566116,0.10460581,0.035015367,0.023949865,0.09946814,0.0061083497,0.9146001,0.7206499,0.22779346,0.01052266,0.026467443,0.09647461,0.043768782,0.60344785,0.95152986,-4.6768627,50.202423,36.88758,46.34203,-12.565236,2.8731513,3.1183872,89.85459,-4.3606186,11.991975
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,AZILSARTAN MEDOXOMIL,CHEMBL2028661,C09CA,CARDIOVASCULAR SYSTEM,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","Angiotensin II receptor blockers (ARBs), plain",568.5420000000003,4.705220000000004,10,1,3.0,0.242490769835421,0,155.58999999999997,0,0,0,0.032482833,0.3319686,0.8411635,0.10108149,0.6222189,0.46980542,0.92226446,0.05300232,0.03996212,0.63060415,0.69297034,0.3460992,0.07006894,0.99625903,0.999356,0.014083138,0.043676086,0.15966281,0.14735635,0.0135500105,0.067654766,0.22376032,0.7258755,0.94137335,0.48675948,0.04421975,0.03211916,0.36206615,0.1408113,0.13466749,0.5122754,-4.8524275,51.06386,57.12914,20.553932,-15.433126,3.0163772,2.4750087,107.41604,-5.899236,-12.149671
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,DABRAFENIB,CHEMBL2028663,L01EC,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,PROTEIN KINASE INHIBITORS,B-Raf serine-threonine kinase (BRAF) inhibitors,519.5740000000002,5.364900000000003,7,2,2.0,0.3670492157866047,0,110.86,0,0,0,0.05544824,0.18048279,0.68303025,0.25070462,0.9712694,0.18610486,0.9769274,0.037821565,0.21677658,0.6567639,0.90154094,0.18802911,0.07024333,0.98364985,0.9998673,0.007530679,0.015003798,0.53567857,0.67266595,0.0751084,0.1808122,0.10919809,0.8157175,0.953339,0.7389354,0.08385194,0.23507795,0.8901439,0.28345266,0.09909737,0.715528,-4.8136697,65.96065,80.55276,49.083157,-12.166956,2.7033427,3.4171233,102.70729,-5.6069517,-2.4494843
OC[C@H]1OC(O)[C@H]([18F])[C@@H](O)[C@@H]1O,FLUDEOXYGLUCOSE F 18,CHEMBL2030434,V09IX,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,TUMOUR DETECTION,Other diagnostic radiopharmaceuticals for tumour detection,181.14993800000002,-2.2441999999999998,5,4,4.0,0.36688465709756146,5,90.15,0,0,0,0.35257992,0.7187716,0.6816332,0.0014871809,0.014323744,0.029984046,0.0016074363,0.07437592,0.008668682,0.13796651,0.00056135486,0.087916955,0.032515593,0.075728156,0.7692518,0.013861601,0.024068471,0.004403368,0.005287858,0.012155009,0.06597245,0.0028069243,0.19189167,0.0053860503,0.049789656,0.0027736716,0.004868528,0.005750178,0.011549938,0.5625597,0.046802253,-5.212315,7.9168677,-25.310083,16.310612,-16.79292,2.2399774,-0.6712402,6.1739426,0.43778196,1.109307
COc1ccc(CN2CCNCC2)c(OC)c1OC,TRIMETAZIDINE,CHEMBL203266,C01EB,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,OTHER CARDIAC PREPARATIONS,Other cardiac preparations,266.34099999999995,1.1176,5,1,4.0,0.8648076979782771,0,42.96000000000001,0,0,0,0.10453139,0.8887278,0.8517221,0.051336505,0.05625745,0.051279962,0.007821118,0.5753176,0.1688811,0.29773435,0.06734391,0.07314605,0.08882422,0.09873599,0.9981877,0.0025866837,0.029732605,0.03051458,0.005304263,0.00340025,0.03661968,0.00012250661,0.88954115,0.04012907,0.026807657,0.0007733585,0.0019256957,0.00382142,0.0013437052,0.56828755,0.6763123,-4.7929907,15.834791,-9.004603,-2.888085,-10.94885,2.7022917,-0.7511485,18.874586,-1.038695,-2.7832935
